HD,city,state,LO,city,state,address,city,store,time,url,zipcode,STATE,STATENS,STATE_NAME,STUSAB,NAME,population,under44_1,under44_2,under44_3,older65_1,older_65_2,income_per_capita,industrial_managers,construction_managers,farmers,realestate,construction_workers,state:1,place
1,Berlin,24,,,,11408 Ocean Gateway,Berlin,HD,1597100431.34464,https://www.homedepot.com/,21811,24,1714934,Maryland,MD,"Berlin town, Maryland",4606,202,510,677,422,408,29009,,,,,,24,6800
1,Berlin,9,,,,225 Berlin Turnpike,Berlin,HD,1597100324.64497,https://www.homedepot.com/,6037,9,1779780,Connecticut,CT,,,,,,,,,,,,,,,
1,Bethel Park,42,1,Bethel Park,42,5775,Bethel Park,LOW,1597173409.81079,https://www.lowes.com/,15102,42,1779798,Pennsylvania,PA,"Bethel Park municipality, Pennsylvania",32185,1968,3491,3657,4077,3322,41574,,,,,,42,6064
1,Bethesda,24,,,,7111 Westlake Terrace,Bethesda,HD,1597100430.15563,https://www.homedepot.com/,20817,24,1714934,Maryland,MD,"North Bethesda CDP, Maryland",50262,3342,8638,7586,3866,4356,61905,,,,,,24,56337
1,Bethlehem,42,1,Bethlehem,42,3926 Nazareth Pike,Bethlehem,HD,1597100726.18711,https://www.homedepot.com/,18020,42,1779798,Pennsylvania,PA,"New Bethlehem borough, Pennsylvania",938,85,93,92,109,132,22555,,,,,,42,53248
1,Bettendorf,19,,,,920 Middle Road,Bettendorf,HD,1597100393.72429,https://www.homedepot.com/,52722,19,1779785,Iowa,IA,"Bettendorf city, Iowa",35793,1940,4009,5295,3459,2363,40441,,,,,,19,6355
1,Biddeford,23,,,,550 Alfred Street,Biddeford,HD,1597100420.8652,https://www.homedepot.com/,4005,23,1779787,Maine,ME,"Biddeford city, Maine",21452,3504,3244,2297,2125,1560,28429,,,,,,23,4860
1,Billings,30,1,Billings,30,King Avenue,Billings,LOW,1597173015.93587,https://www.lowes.com/,59102,30,767982,Montana,MT,"Billings city, Montana",109431,9689,17110,13150,9749,8226,32966,,,,,,30,6550
1,Biloxi,28,,,,1680 Elizabeth Blvd,Biloxi,HD,1597100489.79924,https://www.homedepot.com/,39532,28,1779790,Mississippi,MS,"Biloxi city, Mississippi",45568,5641,6865,5099,3554,3166,25389,,,,,,28,6220
3,Birmingham,1,2,Birmingham,1,Meadowlark Drive,Birmingham,LOW,1597172167.32693,https://www.lowes.com/,35242,1,1779775,Alabama,AL,"Birmingham city, Alabama",212021,23509,37012,24470,17134,13037,22993,,,,,,1,7000
2,Blaine,27,1,Blaine,27,Ulysses Lane Northeast,Blaine,LOW,1597172923.52922,https://www.lowes.com/,55434,27,662849,Minnesota,MN,"Blaine city, Minnesota",63319,4329,8049,9974,5086,2416,38022,,,,,,27,6382
1,Blairsville,13,,,,17 Highway 515,Blairsville,HD,1597100353.96612,https://www.homedepot.com/,30512,13,1705317,Georgia,GA,"Blairsville city, Georgia",625,55,161,59,61,50,14347,,,,,,13,8480
1,Bloomfield,34,,,,60 Orange St,Bloomfield,HD,1597100547.78046,https://www.homedepot.com/,7003,34,1779795,New Jersey,NJ,,,,,,,,,,,,,,,
1,Bloomfield,9,1,Bloomfield,9,Cottage Grove,Bloomfield,LOW,1597172357.80336,https://www.lowes.com/,Connecticut,9,1779780,Connecticut,CT,,,,,,,,,,,,,,,
1,Bloomington,27,,,,400 W 79th St,Bloomington,HD,1597100484.00021,https://www.homedepot.com/,55420,27,662849,Minnesota,MN,"Bloomington city, Minnesota",85394,6185,12317,10215,8190,8229,40078,,,,,,27,6616
1,Bloomsburg,42,,,,9 Gus Avenue,Bloomsburg,HD,1597100726.27673,https://www.homedepot.com/,17815,42,1779798,Pennsylvania,PA,"Bloomsburg town, Pennsylvania",14275,6655,1612,951,666,793,17891,,,,,,42,7128
1,Blue Ridge,13,,,,10012 Blueridge Drive,Blue Ridge,HD,1597100354.01903,https://www.homedepot.com/,30513,13,1705317,Georgia,GA,"Blue Ridge city, Georgia",1242,104,131,120,219,172,22030,,,,,,13,8928
1,Blue Springs,29,,,,905 Ne Adams Dairy Pkwy,Blue Springs,HD,1597100501.63278,https://www.homedepot.com/,64014,29,1779791,Missouri,MO,"Blue Springs city, Missouri",54370,3640,7864,7313,4390,2779,31388,,,,,,29,6652
1,Bluffton,45,1,Bluffton,45,35,Bluffton,LOW,1597173500.89925,https://www.lowes.com/,29910,45,1779799,South Carolina,SC,"Bluffton town, South Carolina",18835,1661,2458,2990,2270,647,37204,,,,,,45,7210
1,Boardman,39,,,,7001 Southern blvd,Boardman,HD,1597100651.94893,https://www.homedepot.com/,44512,39,1085497,Ohio,OH,"Boardman CDP, Ohio",34557,2899,4820,3956,3841,3003,31701,,,,,,39,7454
1,Boca Raton,12,1,Boca Raton,12,Parkview Avenue,Boca Raton,LOW,1597172426.75298,https://www.lowes.com/,33428,12,294478,Florida,FL,"Boca Raton city, Florida",95745,8767,9737,9707,13582,11692,59193,,,,,,12,7300
1,Boerne,48,,,,633 West Bandera Rd,Boerne,HD,1597100815.61645,https://www.homedepot.com/,78006,48,1779801,Texas,TX,"Boerne city, Texas",14799,1171,1529,1985,1213,1483,32705,,,,,,48,9160
2,Boise,16,1,Boise,16,I 84;US 30,Boise,LOW,1597172590.93937,https://www.lowes.com/,83709,16,1779783,Idaho,ID,"Boise City city, Idaho",224300,23736,34737,30952,18312,12148,33287,,,,,,16,8830
1,Bolingbrook,17,1,Bolingbrook,17,105 N Weber Rd,Bolingbrook,HD,1597100376.92802,https://www.homedepot.com/,60490,17,1779784,Illinois,IL,"Bolingbrook village, Illinois",74448,7214,10104,10714,4635,2209,32202,,,,,,17,7133
1,Bonita Springs,12,,,,11941 Bonita Bch Rd Se,Bonita Springs,HD,1597100339.88354,https://www.homedepot.com/,34135,12,294478,Florida,FL,"Bonita Springs city, Florida",53812,3322,5501,4540,12511,8841,45752,,,,,,12,7525
1,Bonney Lake,53,1,Bonney Lake,53,Brookside Drive East,Bonney Lake,LOW,1597173770.0103,https://www.lowes.com/,98390-6305,53,1779804,Washington,WA,"Bonney Lake city, Washington",20313,1822,3016,2986,1320,680,36917,,,,,,53,7170
1,Bossier City,22,1,Bossier City,22,Douglas Drive,Bossier City,LOW,1597172749.33814,https://www.lowes.com/,71111,22,1629543,Louisiana,LA,"Bossier City city, Louisiana",67935,7578,11124,8340,5240,3974,26184,,,,,,22,8920
1,Boston,25,,,,5 Allstate Road South Bay Ctr,Boston,HD,1597100445.75583,https://www.homedepot.com/,2125,25,606926,Massachusetts,MA,"Boston city, Massachusetts",679413,102573,164577,84319,43400,32720,42010,,,,,,25,7000
1,Bothell,53,,,,18333 120th Ave Ne,Bothell,HD,1597100893.40005,https://www.homedepot.com/,98011,53,1779804,Washington,WA,"Bothell West CDP, Washington",20307,1177,3404,3361,1533,636,43833,,,,,,53,7395
1,Boulder,8,,,,1600 29th Street,Boulder,HD,1597100319.25234,https://www.homedepot.com/,80301,8,1779779,Colorado,CO,"Boulder city, Colorado",107360,31982,18092,11714,6608,4808,42203,,,,,,8,7850
1,Bowie,24,1,Bowie,24,4121 Crain Hwy,Bowie,HD,1597100430.28354,https://www.homedepot.com/,20716,24,1714934,Maryland,MD,"Bowie city, Maryland",58368,4246,6867,7667,4798,3736,47947,,,,,,24,8775
1,Bowling Green,21,1,Bowling Green,21,North Mill Avenue,Bowling Green,LOW,1597172708.77782,https://www.lowes.com/,42104,21,1779786,Kentucky,KY,"Bowling Green city, Kentucky",65731,16103,9822,7011,4121,3154,22278,,,,,,21,8902
1,Bowling Green,39,,,,1169 S Main Street,Bowling Green,HD,1597100652.01316,https://www.homedepot.com/,43402,39,1085497,Ohio,OH,"Bowling Green city, Ohio",31541,14609,3590,1996,1678,1433,21811,,,,,,39,7972
1,Boynton Beach,12,1,Boynton Beach,12,West Woolbright Road,Boynton Beach,LOW,1597172427.25908,https://www.lowes.com/,33436,12,294478,Florida,FL,"Boynton Beach city, Florida",75720,6132,11641,9224,7221,8565,29010,,,,,,12,7875
1,Bozeman,30,1,Bozeman,30,Sacco Drive,Bozeman,LOW,1597173016.43785,https://www.lowes.com/,59715,30,767982,Montana,MT,"Bozeman city, Montana",45121,12625,8546,5498,2390,1690,30268,,,,,,30,8950
2,Bradenton,12,2,Bradenton,12,7395,Bradenton,LOW,1597172427.8801,https://www.lowes.com/,34203,12,294478,Florida,FL,"West Bradenton CDP, Florida",4324,470,322,542,440,470,39082,,,,,,12,76050
1,Brandon,12,2,Brandon,12,Windsor Pointe Drive,Brandon,LOW,1597172428.38647,https://www.lowes.com/,33511,12,294478,Florida,FL,"Brandon CDP, Florida",113279,9985,19384,15715,8564,5807,28087,,,,,,12,8150
1,Brandon,28,,,,200 Orleans Way,Brandon,HD,1597100490.07127,https://www.homedepot.com/,39042,28,1779790,Mississippi,MS,"Brandon city, Mississippi",23688,1535,3118,3447,2208,1853,33664,,,,,,28,8300
1,Branson,29,,,,1000 Branson Hills Pkwy,Branson,HD,1597100501.73454,https://www.homedepot.com/,65616,29,1779791,Missouri,MO,"Branson city, Missouri",11345,1144,1232,1405,1583,1200,21721,,,,,,29,7966
1,Brea,6,,,,2455 E Imperial Hwy,Brea,HD,1597100307.18074,https://www.homedepot.com/,92821,6,1779778,California,CA,"Brea city, California",42330,3627,5795,6018,3406,2536,42302,,,,,,6,8100
1,Brenham,48,1,Brenham,48,Highway 36,Brenham,LOW,1597173611.28528,https://www.lowes.com/,77633,48,1779801,Texas,TX,"Brenham city, Texas",16778,2845,1839,1989,1280,1717,22389,,,,,,48,10156
1,Brentwood,29,,,,1603 S Hanley Rd,Brentwood,HD,1597100502.42846,https://www.homedepot.com/,63144,29,1779791,Missouri,MO,"Brentwood city, Missouri",8023,768,2031,1054,578,280,55974,,,,,,29,8236
1,Brentwood,47,,,,8101 Moores Lane,Brentwood,HD,1597100766.94803,https://www.homedepot.com/,37027,47,1325873,Tennessee,TN,"Brentwood city, Tennessee",41987,2779,2315,5801,3621,1832,69927,,,,,,47,8280
1,Brentwood,6,,,,5631 Lone Tree Way,Brentwood,HD,1597100306.23981,https://www.homedepot.com/,94513,6,1779778,California,CA,"Brentwood city, California",60446,5167,5827,7629,4879,4036,39138,,,,,,6,8142
1,Brewster,36,,,,80 Independent Way,Brewster,HD,1597100604.84404,https://www.homedepot.com/,10509,36,1779796,New York,NY,"Brewster Hill CDP, New York",1945,146,176,251,248,160,35478,,,,,,36,8092
1,Brick,34,1,Brick,34,John Davidson Rockefeller Memorial Highway,Brick,LOW,1597173162.22526,https://www.lowes.com/,08723-4049,34,1779795,New Jersey,NJ,,,,,,,,,,,,,,,
1,Bridgeport,54,,,,1180 West Main Street,Bridgeport,HD,1597100904.1372,https://www.homedepot.com/,26330,54,1779805,West Virginia,WV,"Bridgeport city, West Virginia",8466,463,1020,1198,744,981,42501,,,,,,54,10180
1,Bridgeport,9,,,,656 Reservoir Avenue,Bridgeport,HD,1597100324.97912,https://www.homedepot.com/,6606,9,1779780,Connecticut,CT,"Bridgeport city, Connecticut",146417,18037,23374,19835,8482,7156,23348,,,,,,9,8000
1,Bridgeton,29,,,,11215 St Charles Rock Rd,Bridgeton,HD,1597100501.82359,https://www.homedepot.com/,63044,29,1779791,Missouri,MO,"Bridgeton city, Missouri",11690,875,1646,1350,1087,1116,31879,,,,,,29,8398
1,Bridgeville,42,,,,1025 Washington Pike,Bridgeville,HD,1597100726.91949,https://www.homedepot.com/,15017,42,1779798,Pennsylvania,PA,"Bridgeville borough, Pennsylvania",5066,363,890,467,525,584,30344,,,,,,42,8624
1,Bridgewater,25,,,,1453 Pleasant Street,Bridgewater,HD,1597100443.79077,https://www.homedepot.com/,2324,25,606926,Massachusetts,MA,"Bridgewater CDP, Massachusetts",9255,4503,996,572,575,405,22963,,,,,,25,8050
2,Bridgewater,34,,,,736 Route 202 South,Bridgewater,HD,1597100548.0542,https://www.homedepot.com/,8807,34,1779795,New Jersey,NJ,,,,,,,,,,,,,,,
1,Brighton,26,,,,8053 Challis Rd,Brighton,HD,1597100466.78723,https://www.homedepot.com/,48116,26,1779789,Michigan,MI,"Brighton city, Michigan",7626,676,1021,884,858,972,39694,,,,,,26,10620
1,Brighton,8,1,Brighton,8,4980,Brighton,LOW,1597172334.13397,https://www.lowes.com/,80601,8,1779779,Colorado,CO,"Brighton city, Colorado",39054,3820,6319,6068,2676,1200,30446,,,,,,8,8675
1,Bristol,51,1,Bristol,51,401,Bristol,LOW,1597173704.95617,https://www.lowes.com/,24201,51,1779803,Virginia,VA,"Bristol city, Virginia",16843,1291,2237,2051,1801,1580,22900,,,,,,51,9816
1,Bristol,9,,,,1149 Farmington Ave,Bristol,HD,1597100325.08865,https://www.homedepot.com/,6010,9,1779780,Connecticut,CT,"Bristol city, Connecticut",60308,5072,8513,7480,4923,4609,34515,,,,,,9,8420
1,Broadview,17,,,,700 Broadview Village Sq,Broadview,HD,1597100377.0389,https://www.homedepot.com/,60155,17,1779784,Illinois,IL,"Broadview village, Illinois",7829,380,1346,624,879,606,26142,,,,,,17,8446
1,Brockton,25,1,Brockton,25,715 Crescent Street,Brockton,HD,1597100443.97495,https://www.homedepot.com/,2302,25,606926,Massachusetts,MA,"Brockton city, Massachusetts",95426,8978,13593,12140,6963,5223,26063,,,,,,25,9000
3,Bronx,36,,,,600 Exterior Street,Bronx,HD,1597100600.11355,https://www.homedepot.com/,10451,36,1779796,New York,NY,"Bronxville village, New York",6394,776,312,667,413,469,114845,,,,,,36,8532
1,Brookhaven,28,,,,101 Stribling Road,Brookhaven,HD,1597100490.27601,https://www.homedepot.com/,39601,28,1779790,Mississippi,MS,"Brookhaven city, Mississippi",12226,1222,1496,1411,1100,876,19892,,,,,,28,8820
5,Brooklyn,36,2,Brooklyn,36,579 Gateway Drive,Brooklyn,HD,1597100604.99399,https://www.homedepot.com/,11239,36,1779796,New York,NY,,,,,,,,,,,,,,,
1,Brooklyn Park,27,,,,6701 Boone Ave North,Brooklyn Park,HD,1597100484.16861,https://www.homedepot.com/,55428,27,662849,Minnesota,MN,"Brooklyn Park city, Minnesota",79792,6218,11524,11042,5219,3248,29813,,,,,,27,7966
1,Broomall,42,,,,700 Reed Road,Broomall,HD,1597100728.44714,https://www.homedepot.com/,19008,42,1779798,Pennsylvania,PA,"Broomall CDP, Pennsylvania",11154,766,1230,1338,866,1356,40505,,,,,,42,9248
1,Broomfield,8,,,,12171 Sheridan Blvd,Broomfield,HD,1597100319.36226,https://www.homedepot.com/,80020,8,1779779,Colorado,CO,"Broomfield city, Colorado",66120,4970,9815,9865,5238,3261,47016,,,,,,8,9280
1,Broussard,22,,,,213 Saint Nazaire Rd,Broussard,HD,1597100413.19119,https://www.homedepot.com/,70518,22,1629543,Louisiana,LA,"Broussard city, Louisiana",11412,664,1913,1817,847,493,35669,,,,,,22,10075
2,Brownsville,48,,,,605 W Morrison Rd,Brownsville,HD,1597100822.45185,https://www.homedepot.com/,78520,48,1779801,Texas,TX,"Brownsville city, Texas",182679,22456,21480,23898,11774,9619,15495,,,,,,48,10768
1,Brownwood,48,,,,100 Market Place Blvd,Brownwood,HD,1597100815.94606,https://www.homedepot.com/,76801,48,1779801,Texas,TX,"Lake Brownwood CDP, Texas",1383,86,128,40,166,161,23577,,,,,,48,40456
1,Brunswick,13,1,Brunswick,13,200 Altama Connector,Brunswick,HD,1597100354.15863,https://www.homedepot.com/,31520,13,1705317,Georgia,GA,"Brunswick city, Georgia",16034,1566,2087,2076,1522,971,19829,,,,,,13,11560
1,Brunswick,39,,,,3330 Center Road,Brunswick,HD,1597100652.20046,https://www.homedepot.com/,44212,39,1085497,Ohio,OH,"Brunswick city, Ohio",34733,2983,4169,4523,3657,1667,31941,,,,,,39,9680
2,Buffalo,36,,,,4405 Milestrip Rd,Buffalo,HD,1597100602.27702,https://www.homedepot.com/,14219,36,1779796,New York,NY,"University at Buffalo CDP, New York",6173,5618,305,52,0,0,3759,,,,,,36,76280
1,Buford,13,1,Buford,13,4120 Highway 20,Buford,HD,1597100354.24778,https://www.homedepot.com/,30518,13,1705317,Georgia,GA,"Buford city, Georgia",15185,1418,1927,2188,1091,838,24056,,,,,,13,11784
1,Bullhead City,4,,,,660 Us Hwy 95,Bullhead City,HD,1597100293.65824,https://www.homedepot.com/,86429,4,1779777,Arizona,AZ,"Bullhead City city, Arizona",40024,3152,4198,3090,6804,4700,23884,,,,,,4,8220
1,Bulverde,48,,,,128 Bulverde Crossing,Bulverde,HD,1597100816.01497,https://www.homedepot.com/,78163,48,1779801,Texas,TX,"Bulverde city, Texas",5104,316,376,658,628,403,42173,,,,,,48,11224
1,Burbank,6,1,Burbank,6,Pacific Avenue,Burbank,LOW,1597172265.62021,https://www.lowes.com/,91504,6,1779778,California,CA,"Burbank city, California",104275,8669,16711,14958,8431,7186,40282,,,,,,6,8954
1,Burleson,48,1,Burleson,48,Boone Road,Burleson,LOW,1597173612.82761,https://www.lowes.com/,76028,48,1779801,Texas,TX,"Burleson city, Texas",44629,3462,6269,7058,3330,1984,32481,,,,,,48,11428
1,Burlington,37,1,Burlington,37,Catherine Drive,Burlington,LOW,1597173041.44623,https://www.lowes.com/,27215-5151,37,1027616,North Carolina,NC,"Burlington city, North Carolina",52524,4653,7606,6061,5371,4048,25614,,,,,,37,9060
1,Burlington,53,,,,2001 Market Place Drive,Burlington,HD,1597100893.48693,https://www.homedepot.com/,98233,53,1779804,Washington,WA,"Burlington city, Washington",8743,806,1332,1327,635,747,27247,,,,,,53,8920
1,Burnsville,27,,,,155 Nicollet Blvd W,Burnsville,HD,1597100484.22467,https://www.homedepot.com/,55337,27,662849,Minnesota,MN,"Burnsville city, Minnesota",61283,5715,9023,7542,5576,3876,35200,,,,,,27,8794
1,Burton,26,,,,4245 E Court St,Burton,HD,1597100466.86645,https://www.homedepot.com/,48509,26,1779789,Michigan,MI,"Burton city, Michigan",28754,2773,3295,3820,2582,1952,23866,,,,,,26,12060
1,Butler,42,,,,400 Moraine Point Plaza,Butler,HD,1597100726.46173,https://www.homedepot.com/,16001,42,1779798,Pennsylvania,PA,"East Butler borough, Pennsylvania",801,76,95,109,52,47,25132,,,,,,42,20904
1,Cabot,5,,,,555 Going Road,Cabot,HD,1597100297.83536,https://www.homedepot.com/,72023,5,68085,Arkansas,AR,"Cabot city, Arkansas",26176,2128,3874,4042,1818,1021,26546,,,,,,5,10300
1,Cadillac,26,,,,3786 S Mackinaw Trail,Cadillac,HD,1597100466.91885,https://www.homedepot.com/,49601,26,1779789,Michigan,MI,"Cadillac city, Michigan",10394,723,1717,1162,939,903,21462,,,,,,26,12320
1,Caguas,72,,,,"Las Catalinas Mall Caguas Bypass, pr52 Exp",Caguas,HD,1597100943.43059,https://www.homedepot.com/,726,72,1779808,Puerto Rico,PR,"Caguas zona urbana, Puerto Rico",74980,,,,,,13039,,,,,,72,10334
1,Calhoun,13,,,,1280 Curtis Pkwy,Calhoun,HD,1597100354.28528,https://www.homedepot.com/,30701,13,1705317,Georgia,GA,"Calhoun city, Georgia",16708,1499,2756,2089,1148,1104,22458,,,,,,13,12456
1,Calumet City,17,,,,1550 Torrence Ave,Calumet City,HD,1597100377.07857,https://www.homedepot.com/,60409,17,1779784,Illinois,IL,"Calumet City city, Illinois",36856,3929,4524,4741,2356,2460,21627,,,,,,17,10487
1,Camarillo,6,,,,401 W Ventura Blvd,Camarillo,HD,1597100306.3059,https://www.homedepot.com/,93010,6,1779778,California,CA,"Camarillo city, California",67543,6393,8485,7400,6838,6664,43794,,,,,,6,10046
1,Camillus,36,1,Camillus,36,5377,Camillus,LOW,1597173263.77774,https://www.lowes.com/,13031,36,1779796,New York,NY,"Camillus village, New York",1194,120,173,148,109,89,26359,,,,,,36,11902
1,Campbell,6,,,,480 E Hamilton Ave,Campbell,HD,1597100306.33995,https://www.homedepot.com/,95008,6,1779778,California,CA,"Campbell city, California",42470,2433,7076,6912,2583,2745,58493,,,,,,6,10345
1,Canal Winchester,39,,,,6035 Gender Road,Canal Winchester,HD,1597100652.26684,https://www.homedepot.com/,43110,39,1085497,Ohio,OH,"Canal Winchester city, Ohio",8328,336,1044,1213,740,815,36330,,,,,,39,11332
1,Canoga Park,6,,,,21218 Roscoe Blvd,Canoga Park,HD,1597100306.38075,https://www.homedepot.com/,91304,6,1779778,California,CA,,,,,,,,,,,,,,,
1,Canon City,8,,,,141 Mackenzie Ave,Canon City,HD,1597100319.42881,https://www.homedepot.com/,81212,8,1779779,Colorado,CO,,,,,,,,,,,,,,,
2,Canton,13,1,Canton,13,Key Drive,Canton,LOW,1597172492.03298,https://www.lowes.com/,30115,13,1705317,Georgia,GA,"Canton city, Georgia",27127,2463,4142,4118,2128,1436,24585,,,,,,13,12988
2,Canton,26,1,Canton,26,Westminister Way,Canton,LOW,1597172884.61227,https://www.lowes.com/,48187,26,1779789,Michigan,MI,,,,,,,,,,,,,,,
1,Canton,39,,,,4873 Portage St,Canton,HD,1597100652.32914,https://www.homedepot.com/,44720,39,1085497,Ohio,OH,"East Canton village, Ohio",1379,100,162,222,171,101,25596,,,,,,39,23324
2,Cape Coral,12,2,Cape Coral,12,Southwest 2nd Avenue,Cape Coral,LOW,1597172429.39507,https://www.lowes.com/,33914,12,294478,Florida,FL,"Cape Coral city, Florida",178593,11966,18679,20322,23724,16976,28746,,,,,,12,10275
1,Cape May Court House,34,,,,21 Indian Trail Rd,Cape May Court House,HD,1597100548.20188,https://www.homedepot.com/,8210,34,1779795,New Jersey,NJ,"Cape May Court House CDP, New Jersey",4787,225,744,463,616,563,39038,,,,,,34,10300
1,Capitol Heights,24,,,,150 Hampton Park Blvd,Capitol Heights,HD,1597100430.37615,https://www.homedepot.com/,20743,24,1714934,Maryland,MD,"Capitol Heights town, Maryland",4512,360,511,623,455,173,29004,,,,,,24,13000
1,Carlisle,42,1,Carlisle,42,York Road,Carlisle,LOW,1597173412.8956,https://www.lowes.com/,17013,42,1779798,Pennsylvania,PA,"Carlisle borough, Pennsylvania",19116,3292,2479,2040,1632,1512,30595,,,,,,42,11272
1,Carmel,18,1,Carmel,18,9855 North Michigan Rd,Carmel,HD,1597100387.08918,https://www.homedepot.com/,46032,18,448508,Indiana,IN,"Carmel city, Indiana",90163,6192,9017,13526,6886,4682,59541,,,,,,18,10342
1,Carmichael,6,,,,6001 Madison Ave,Carmichael,HD,1597100306.48121,https://www.homedepot.com/,95608,6,1779778,California,CA,"Carmichael CDP, California",64785,5199,8583,8101,6880,5719,37884,,,,,,6,11390
1,Carol Stream,17,1,Carol Stream,17,475 S Schmale Road,Carol Stream,HD,1597100377.13482,https://www.homedepot.com/,60188,17,1779784,Illinois,IL,"Carol Stream village, Illinois",39989,3550,5714,5263,2791,2057,34239,,,,,,17,11332
2,Carolina,72,,,,65th Infantry Ave Km11.7 Los Colobos Shopping Ctr,Carolina,HD,1597100944.10571,https://www.homedepot.com/,979,72,1779808,Puerto Rico,PR,"Las Carolinas comunidad, Puerto Rico",2023,,,,,,7484,,,,,,72,42842
1,Carpentersville,17,,,,251 Spring Hill Road,Carpentersville,HD,1597100377.17926,https://www.homedepot.com/,60110,17,1779784,Illinois,IL,"Carpentersville village, Illinois",38138,3895,5510,5745,1764,871,23730,,,,,,17,11358
1,Carrollton,13,1,Carrollton,13,South Park Street,Carrollton,LOW,1597172492.47735,https://www.lowes.com/,3017,13,1705317,Georgia,GA,"Carrollton city, Georgia",26397,6717,4314,2654,1747,1141,21962,,,,,,13,13492
1,Carrollton,48,1,Carrollton,48,Midway Road,Carrollton,LOW,1597173613.32837,https://www.lowes.com/,75001,48,1779801,Texas,TX,"Carrollton city, Texas",133438,11484,19659,19418,8924,5284,35069,,,,,,48,13024
1,Carson,6,,,,110 E Sepulveda Blvd,Carson,HD,1597100306.51167,https://www.homedepot.com/,90745,6,1779778,California,CA,"West Carson CDP, California",22537,1549,3176,2931,2567,2514,34005,,,,,,6,84144
2,Carson City,32,1,Carson City,32,South Roop Street,Carson City,LOW,1597173226.88163,https://www.lowes.com/,89701,32,1779793,Nevada,NV,"Carson City, Nevada",54467,4328,6623,6195,6235,4432,29767,,,,,,32,9700
1,Cartersville,13,1,Cartersville,13,301,Cartersville,LOW,1597172492.9765,https://www.lowes.com/,30121,13,1705317,Georgia,GA,"Cartersville city, Georgia",20467,1727,2889,3024,1774,1283,28067,,,,,,13,13688
1,Cary,37,2,Cary,37,2031 Walnut Street,Cary,HD,1597100619.76877,https://www.homedepot.com/,27518,37,1027616,North Carolina,NC,"Cary town, North Carolina",163266,8884,19475,27535,12152,7237,47656,,,,,,37,10740
1,Casa Grande,4,1,Casa Grande,4,1546 E Florence Blvd,Casa Grande,HD,1597100293.95072,https://www.homedepot.com/,85122,4,1779777,Arizona,AZ,"Casa Grande city, Arizona",54316,4801,6932,6255,5937,4353,22278,,,,,,4,10530
1,Casper,56,,,,4900 East 2nd Street,Casper,HD,1597100933.95388,https://www.homedepot.com/,82609,56,1779807,Wyoming,WY,"Casper Mountain CDP, Wyoming",695,72,186,41,102,0,42064,,,,,,56,13222
1,Casselberry,12,,,,3455 S Us Hwy 17-92,Casselberry,HD,1597100340.3499,https://www.homedepot.com/,32707,12,294478,Florida,FL,"Casselberry city, Florida",27573,2920,4226,4306,2430,1723,24959,,,,,,12,11050
1,Castle Rock,8,1,Castle Rock,8,333 W Allen Street,Castle Rock,HD,1597100319.48532,https://www.homedepot.com/,80108,8,1779779,Colorado,CO,"Castle Rock town, Colorado",59680,4531,7569,9485,3679,1991,42611,,,,,,8,12415
1,Catonsville,24,,,,6000 Baltimore Natl Pike,Catonsville,HD,1597100430.44519,https://www.homedepot.com/,21228,24,1714934,Maryland,MD,"Catonsville CDP, Maryland",41515,4894,5431,4458,3138,4335,40953,,,,,,24,14125
1,Cave Creek,4,,,,4925 E Carefree Hwy,Cave Creek,HD,1597100293.90943,https://www.homedepot.com/,85331,4,1779777,Arizona,AZ,"Cave Creek town, Arizona",5569,246,283,274,1287,649,56520,,,,,,4,11300
